lr,bs,GRT,GRS,health
0.0001,8192,0.7619611024856567,1.84698667018138,0.5248634105960265
0.0001,16384,0.6797592043876648,1.2082351818134143,0.4888079470198675
0.0001,32768,0.5153918266296387,0.6706528516195609,0.46385761589403973
0.0001,65536,0.40345144271850586,-0.36646962532984884,0.44279387417218546
0.0001,131072,0.34829774498939514,-1.1765190100036262,0.4357367549668874
0.001,8192,0.9562002420425415,2.0501816778391335,0.6524834437086093
0.001,16384,1.0020488500595093,1.0874443152208437,0.6457698675496688
0.001,32768,0.9835748076438904,0.025981089316316375,0.6205215231788079
0.001,65536,0.9159702062606812,-0.8297576764507288,0.5907491721854305
0.001,131072,0.7057916522026062,-0.914492446477655,0.5397599337748346
0.01,8192,1.2379881143569946,1.8502789019929962,0.6631456953642384
0.01,16384,1.2748727798461914,0.9925076861493283,0.6636879139072848
0.01,32768,1.2157949209213257,0.3383574135869305,0.6621150662251655
0.01,65536,1.1891295909881592,-0.3822828992065582,0.6618211920529802
0.01,131072,1.1520626544952393,-1.3574957722774452,0.6484809602649007
0.1,8192,1.9446783065795898,1.7409200204831388,0.5383981788079468
0.1,16384,1.6882356405258179,1.4127519917852527,0.625169701986755
0.1,32768,1.9734768867492676,0.021498917129684436,0.6449586092715232
0.1,65536,1.929662823677063,-0.6281758441016456,0.6562748344370861
0.1,131072,1.8793152570724487,-1.0733390525586681,0.6566100993377484
1.0,8192,2.0473825931549072,2.1335165529639255,0.11910596026490065
1.0,16384,2.102508068084717,1.0613270373837231,0.31694122516556295
1.0,32768,2.2460954189300537,0.36046533432970684,0.3845860927152318
1.0,65536,2.335899829864502,-0.7118119151818112,0.3901862582781457
1.0,131072,2.2903358936309814,-1.394494400056074,0.3760057947019868
